"id"	"dataset"	"tissue"	"marker"	"manual_anno"	"manual_broadtype"	"old_manual_CLname"	"old_manual_CLID"	"marker_0"	"celltype_0_anno"	"celltype_0_CLID"	"celltype_0_CLname"	"marker_0.2"	"celltype_0.2_anno"	"celltype_0.2_CLID"	"celltype_0.2_CLname"	"marker_0.4"	"celltype_0.4_anno"	"celltype_0.4_CLID"	"celltype_0.4_CLname"	"marker_0.6"	"celltype_0.6_anno"	"celltype_0.6_CLID"	"celltype_0.6_CLname"	"marker_0.8"	"celltype_0.8_anno"	"celltype_0.8_CLID"	"celltype_0.8_CLname"	"celltype_0.2_broadtype"	"celltype_0.2_score"	"celltype_0.4_broadtype"	"celltype_0.4_score"	"celltype_0.6_broadtype"	"celltype_0.6_score"	"celltype_0.8_broadtype"	"celltype_0.8_score"	"celltype_0_broadtype"	"celltype_0_score"
26	"Azimuth"	"PBMC"	"KIT, TRDC, TTLL10, LINC01229, SOX4, KLRB1, TNFRSF18, TNFRSF4, IL1R1, HPGDS"	"Innate Lymphoid Cell"	"innate lymphoid cell"	"innate lymphoid cell"	"CL:0001065"	"KIT, SOX4, HPGDS, LINC01229, TTLL10, TNFRSF4, TRDC, IL1R1, TNFRSF18, KLRB1"	"Mast cells"	"CL:0000485"	"mucosal type mast cell"	" KLRB1, TNFRSF4, TRDC,KIT, TTLL10, TNFRSF18, IL1R1, HPGDS"	"Innate T cells"	"CL:0002127"	"innate effector T cell"	" SOX4, IL1R1,KIT, LINC01229, TNFRSF4, KLRB1"	"Innate lymphoid cells"	"CL:0001065"	"innate lymphoid cell"	" IL1R1, TNFRSF4, HPGDS, KLRB1"	"T helper cells"	"CL:0002061"	"T-helper 9 cell"	" LINC01229, HPGDS"	"Mast cells"	"CL:0000485"	"mucosal type mast cell"	NA	1	"innate immune cell"	1	"t/nk cell"	1	"myeloid cell"	0	"myeloid cell"	0
27	"Azimuth"	"PBMC"	"PPBP, PF4, NRGN, GNG11, CAVIN2, TUBB1, CLU, HIST1H2AC, RGS18, GP9"	"Platelet"	"platelet"	"platelet"	"CL:0000233"	" GP9,PPBP, CAVIN2, HIST1H2AC, RGS18, TUBB1, CLU, GNG11, PF4, NRGN"	"Platelets"	"CL:0000431"	"iridophore"	" GNG11, CAVIN2, TUBB1, GP9, PF4, RGS18, HIST1H2AC, CLU"	"Platelets"	"CL:0000431"	"iridophore"	" NRGN, TUBB1, CLU, GNG11, HIST1H2AC, RGS18"	"Platelets"	"CL:0000431"	"iridophore"	" GNG11, RGS18, PF4,PPBP"	"Platelets"	"CL:0000431"	"iridophore"	"PPBP, TUBB1"	"Platelets"	"CL:0000431"	"iridophore"	"Platelet"	1	"Platelet"	1	"Platelet"	1	"Platelet"	1	"Platelet"	1
28	"Azimuth"	"PBMC"	"PTPN3, MIR4422HG, NUCB2, CAV1, DTHD1, GZMA, MYB, FXYD2, GZMK, AC004585.1"	"Double-negative T"	"t/nk cell"	"double negative thymocyte"	"CL:0002489"	" GZMA, MYB, DTHD1,PTPN3, GZMK, FXYD2, AC004585.1, NUCB2, CAV1, MIR4422HG"	"Cytotoxic T cells"	"CL:0000910"	"cytotoxic T cell"	" GZMK, MIR4422HG, FXYD2, GZMA, MYB, DTHD1, AC004585.1, NUCB2"	"CD8+ T cells"	"CL:4052032"	"granzyme H-associated CD8 T cell"	" MIR4422HG, FXYD2, AC004585.1,PTPN3, DTHD1, NUCB2"	"unknown"	"CL:0000747"	"cyanophore"	" MIR4422HG, GZMK,PTPN3, GZMA"	"Cytotoxic T cells"	"CL:0000910"	"cytotoxic T cell"	" AC004585.1, GZMK"	"CD8+ T cells"	"CL:4052032"	"granzyme H-associated CD8 T cell"	"t/nk cell"	1	"unknown"	0	"T/NK cell"	1	"t/nk cell"	1	"T/NK cell"	1
29	"Azimuth"	"PBMC"	"TRDC, TRGC1, TRGC2, KLRC1, NKG7, TRDV2, CD7, TRGV9, KLRD1, KLRG1"	"gamma-delta T"	"t/nk cell"	"gamma-delta T cell"	"CL:0000798"	" NKG7, CD7, KLRC1, TRGC1, KLRG1,TRDC, TRDV2, KLRD1, TRGV9, TRGC2"	"Gamma delta T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	" TRDV2, NKG7, TRGV9, KLRG1, KLRC1, TRGC2,TRDC, KLRD1"	"Gamma delta T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	" TRGC1, TRGV9, KLRC1, NKG7, TRDV2, KLRD1"	"Gamma delta T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	" KLRD1,TRDC, KLRG1, KLRC1"	"NK T cells"	"CL:0000914"	"immature NK T cell"	" KLRD1, KLRG1"	"NK cells"	"CL:0000825"	"pro-NK cell"	"T/NK cell"	1	"T/NK cell"	1	"T/NK cell"	1	"t/nk cell"	0.5	"T/NK cell"	1
30	"Azimuth"	"PBMC"	"KLRB1, NKG7, GZMK, IL7R, SLC4A10, GZMA, CXCR6, PRSS35, RBM24, NCR3"	"Mucosal associated invariant T"	"t/nk cell"	"mucosal invariant T cell"	"CL:0000940"	" PRSS35,KLRB1, CXCR6, GZMK, NKG7, GZMA, RBM24, NCR3, SLC4A10, IL7R"	"NK T cells"	"CL:0000914"	"immature NK T cell"	"KLRB1, PRSS35, GZMA, CXCR6, NKG7, NCR3, GZMK, RBM24"	"NK T cells"	"CL:0000914"	"immature NK T cell"	" GZMA, NCR3, GZMK, RBM24, NKG7,KLRB1"	"NK cells"	"CL:0000825"	"pro-NK cell"	" NCR3, IL7R, NKG7, SLC4A10"	"NK cells"	"CL:0000825"	"pro-NK cell"	" PRSS35, SLC4A10"	"unknown"	"CL:0000747"	"cyanophore"	"T/NK cell"	1	"t/nk cell"	0.5	"t/nk cell"	0.5	"unknown"	0	"T/NK cell"	1
31	"Azimuth"	"Motor Cortex"	"SLC1A2, ADGRV1, SLC1A3, GPC5, RNF219.AS1, ARHGAP24, CST3, HPSE2, AQP4, COL5A3"	"Astrocyte"	"glial cell"	"astrocyte"	"CL:0000127"	" COL5A3, ARHGAP24, ADGRV1, HPSE2, AQP4, GPC5, RNF219.AS1, SLC1A3, CST3,SLC1A2"	"Astrocyte"	"CL:0000127"	"astrocyte"	"SLC1A2, CST3, SLC1A3, ADGRV1, RNF219.AS1, GPC5, COL5A3, ARHGAP24"	"Astrocyte"	"CL:0000127"	"astrocyte"	" RNF219.AS1, CST3, GPC5, ADGRV1,SLC1A2, COL5A3"	"Astrocyte"	"CL:0000127"	"astrocyte"	" AQP4, SLC1A3, GPC5, CST3"	"Astrocyte"	"CL:0000127"	"astrocyte"	" RNF219.AS1, ARHGAP24"	"Neuron"	"CL:0000540"	"neuron"	"glial cell"	1	"glial cell"	1	"glial cell"	1	"neuron"	0	"glial cell"	1
32	"Azimuth"	"Motor Cortex"	"EBF1, ABCG2, CLDN5, FLI1, LEF1, EMCN, IFI27, HLA.E, ADGRL4, CLEC3B"	"Endothelial cell"	"endothelial cell"	"endothelial cell"	"CL:0000115"	" CLDN5, IFI27, CLEC3B, ADGRL4, ABCG2, HLA.E,EBF1, FLI1, LEF1, EMCN"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	" ADGRL4,EBF1, HLA.E, CLEC3B, EMCN, IFI27, FLI1, LEF1"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	" CLEC3B, ADGRL4,EBF1, LEF1, CLDN5, ABCG2"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	" LEF1, CLEC3B, HLA.E, ABCG2"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	" ABCG2, ADGRL4"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1
33	"Azimuth"	"Motor Cortex"	"CBLN2, EPHA6, LAMA2, CNTN5, PDZD2, CUX2, RASGRF2, FAM19A1, LINC01378, CA10"	"Layer 2-3 glutamatergic neuron, intratelencephalon-projecting"	"neuron"	"L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex "	"CL:4023047"	" LINC01378, CNTN5, EPHA6, CUX2, FAM19A1, CA10,CBLN2, PDZD2, LAMA2, RASGRF2"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" LAMA2, EPHA6, CNTN5, FAM19A1, CUX2, LINC01378,CBLN2, CA10"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	"CBLN2, CUX2, CA10, EPHA6, PDZD2, FAM19A1"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" PDZD2, CA10, CNTN5, EPHA6"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" LINC01378,CBLN2"	"Neuron"	"CL:0000540"	"neuron"	"neuron"	1	"neuron"	1	"neuron"	1	"neuron"	0.5	"neuron"	1
34	"Azimuth"	"Motor Cortex"	"COL5A2, FAM19A1, VAT1L, COL24A1, CBLN2, NRP1, PTCHD1.AS, NRG1, HOMER1, SLC35F3"	"Layer 5 glutamatergic neuron, extratelencephalon-projecting"	"neuron"	"L5 extratelencephalic projecting glutamatergic cortical neuron"	"CL:4023041"	" PTCHD1.AS, CBLN2, VAT1L,COL5A2, NRG1, COL24A1, FAM19A1, SLC35F3, NRP1, HOMER1"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" VAT1L, FAM19A1, COL24A1, CBLN2, PTCHD1.AS, NRG1,COL5A2, HOMER1"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	"COL5A2, HOMER1, PTCHD1.AS, NRG1, NRP1, FAM19A1"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" HOMER1, FAM19A1, SLC35F3, VAT1L"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" VAT1L,COL5A2"	"Fibroblast"	"CL:0000057"	"fibroblast"	"neuron"	1	"neuron"	1	"neuron"	1	"stromal cell"	0	"neuron"	1
35	"Azimuth"	"Motor Cortex"	"FSTL4, CNTN5, RORB, FSTL5, IL1RAPL2, CHN2, TOX, CPNE4, CADPS2, POU6F2"	"Layer 5 glutamatergic neuron, intratelencephalon-projecting"	"neuron"	"L5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex"	"CL:4023049"	" RORB, CADPS2, CNTN5, TOX, CHN2, POU6F2, IL1RAPL2,FSTL4, CPNE4, FSTL5"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" CHN2, FSTL5, CPNE4, TOX, CADPS2, POU6F2, IL1RAPL2,FSTL4"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" POU6F2, CPNE4, RORB, IL1RAPL2,FSTL4, CNTN5"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" CPNE4, TOX, CNTN5,FSTL4"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" CHN2, POU6F2"	"Neuron"	"CL:0000540"	"neuron"	"neuron"	1	"neuron"	1	"neuron"	1	"neuron"	0.5	"neuron"	1
36	"Azimuth"	"Motor Cortex"	"TSHZ2, NPSR1.AS1, HTR2C, ITGA8, ZNF385D, ASIC2, CDH6, CRYM, NXPH2, CPNE4"	"Layer 5-6 glutamatergic neuron, near-projecting"	"neuron"	"L5/6 near-projecting glutamatergic neuron of the primary motor cortex"	"CL:4023043"	"TSHZ2, ASIC2, NPSR1.AS1, CRYM, CDH6, ZNF385D, ITGA8, NXPH2, HTR2C, CPNE4"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" CPNE4, ITGA8, CRYM, ASIC2, NXPH2, CDH6, NPSR1.AS1,TSHZ2"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" NPSR1.AS1, CDH6, HTR2C, ASIC2, CPNE4, ITGA8"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" ZNF385D,TSHZ2, NXPH2, ASIC2"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" CRYM, CPNE4"	"Neuron"	"CL:0000540"	"neuron"	"neuron"	1	"neuron"	1	"neuron"	1	"neuron"	1	"neuron"	1
37	"Azimuth"	"Motor Cortex"	"ADAMTSL1, KIAA1217, SORCS1, HS3ST4, TRPM3, TOX, SEMA3E, EGFEM1P, MEIS2, SEMA5A"	"Layer 6 glutamatergic neuron, corticothalamic-projecting"	"neuron"	"L6 corticothalamic-projecting glutamatergic cortical neuron"	"CL:4023042"	" HS3ST4, MEIS2, EGFEM1P, SEMA3E, KIAA1217,ADAMTSL1, SORCS1, TOX, SEMA5A, TRPM3"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" SORCS1, SEMA5A, EGFEM1P, KIAA1217, TRPM3, TOX, SEMA3E, HS3ST4"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" SORCS1, HS3ST4, KIAA1217, TRPM3, SEMA5A, TOX"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" TOX, TRPM3, EGFEM1P,ADAMTSL1"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" SEMA3E, TOX"	"Neuron"	"CL:0000540"	"neuron"	"neuron"	1	"neuron"	1	"neuron"	1	"neuron"	0.5	"neuron"	1
38	"Azimuth"	"Motor Cortex"	"PTPRK, PDZRN4, CDH9, THEMIS, FSTL5, CDH13, CDH12, CBLN2, LY86.AS1, MLIP"	"Layer 6 glutamatergic neuron, intratelencephalon-projecting"	"neuron"	"L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex"	"CL:4023050"	" MLIP, CDH12, CDH9,PTPRK, THEMIS, PDZRN4, CBLN2, LY86.AS1, CDH13, FSTL5"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" CBLN2, CDH13,PTPRK, LY86.AS1, PDZRN4, MLIP, CDH12, FSTL5"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" THEMIS, CBLN2, PDZRN4, FSTL5, CDH9, CDH13"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" CDH13, PDZRN4, CDH12,PTPRK"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	"PTPRK, CDH13"	"Neuron"	"CL:0000540"	"neuron"	"neuron"	1	"neuron"	1	"neuron"	1	"neuron"	0.5	"neuron"	1
39	"Azimuth"	"Motor Cortex"	"THEMIS, RNF152, NTNG2, STK32B, KCNMB2, GAS2L3, OLFML2B, POSTN, B3GAT2, NR4A2"	"Layer 6 Car3+ glutamatergic neuron, intratelencephalon-projecting "	"neuron"	NA	NA	" NTNG2, GAS2L3, B3GAT2, RNF152, KCNMB2, STK32B, OLFML2B,THEMIS, POSTN, NR4A2"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" NR4A2, KCNMB2, POSTN, B3GAT2, STK32B, NTNG2, RNF152, GAS2L3"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" NTNG2, B3GAT2, NR4A2, POSTN,THEMIS, KCNMB2"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" POSTN, STK32B, NTNG2, KCNMB2"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" POSTN,THEMIS"	"T cell"	"CL:0000084"	"T cell"	"neuron"	1	"neuron"	1	"neuron"	1	"t/nk cell"	1	"neuron"	1
40	"Azimuth"	"Motor Cortex"	"HS3ST4, KCNMB2, MDFIC, C10orf11, NTM, CDH9, MARCH1, TLE4, FOXP2, KIAA1217"	"Layer 6b glutamatergic neuron"	"neuron"	"L6b glutamatergic cortical neuron"	"CL:4023038"	"HS3ST4, NTM, C10orf11, KCNMB2, MARCH1, TLE4, MDFIC, FOXP2, KIAA1217, CDH9"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	"HS3ST4, TLE4, NTM, FOXP2, MDFIC, MARCH1, CDH9, KCNMB2"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" KCNMB2, C10orf11, TLE4, MARCH1, NTM, MDFIC"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" KIAA1217, MARCH1,HS3ST4, C10orf11"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" TLE4, KIAA1217"	"Neuron"	"CL:0000540"	"neuron"	"neuron"	1	"neuron"	1	"neuron"	1	"neuron"	1	"neuron"	1
41	"Azimuth"	"Motor Cortex"	"FGF13, PTPRT, PRELID2, GRIA4, RELN, PTCHD4, EYA4, MYO16, FBXL7, LAMP5"	"Lamp5+ GABAergic neuron"	"neuron"	"lamp5 GABAergic cortical interneuron"	"CL:4023011"	" LAMP5, PRELID2, FBXL7, MYO16, PTCHD4,FGF13, GRIA4, RELN, PTPRT, EYA4"	"Inhibitory neuron"	"CL:0008015"	"inhibitory motor neuron"	" PTPRT, GRIA4, PRELID2, MYO16, LAMP5, RELN,FGF13, FBXL7"	"Inhibitory neuron"	"CL:0008015"	"inhibitory motor neuron"	" PTCHD4, GRIA4, LAMP5, PTPRT, MYO16, FBXL7"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	"FGF13, PRELID2, PTCHD4, FBXL7"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	"FGF13, LAMP5"	"Interneuron"	"CL:0000099"	"interneuron"	"neuron"	1	"neuron"	1	"neuron"	1	"neuron"	1	"neuron"	1
42	"Azimuth"	"Motor Cortex"	"DOCK8, P2RY12, APBB1IP, FYB, PTPRC, TBXAS1, CX3CR1, BLNK, SLCO2B1, CSF1R"	"microglia / perivascular macrophage"	"myeloid cell"	"microglial cell,perivascular macrophage"	"CL:0000129,CL:0000881 "	" FYB, BLNK, CSF1R, PTPRC, P2RY12, TBXAS1, SLCO2B1, APBB1IP, CX3CR1,DOCK8"	"Microglia"	"CL:0000129"	"microglial cell"	" BLNK, TBXAS1, CX3CR1, APBB1IP, FYB, CSF1R, PTPRC, P2RY12"	"Microglia"	"CL:0000129"	"microglial cell"	" CSF1R, FYB, SLCO2B1, BLNK, PTPRC, APBB1IP"	"Microglia"	"CL:0000129"	"microglial cell"	" APBB1IP, PTPRC, CX3CR1, P2RY12"	"Microglia"	"CL:0000129"	"microglial cell"	" FYB, CX3CR1"	"Microglia"	"CL:0000129"	"microglial cell"	"glial cell"	1	"glial cell"	1	"glial cell"	1	"glial cell"	1	"glial cell"	1
43	"Azimuth"	"Motor Cortex"	"PLP1, ST18, CTNNA3, MBP, MOBP, RNF220, NCKAP5, ENPP2, QKI, SLC44A1"	"oligodendrocyte"	"glial cell"	"oligodendrocyte"	"CL:0000128"	" MBP, QKI, MOBP, CTNNA3, SLC44A1, ST18,PLP1, RNF220, ENPP2, NCKAP5"	"Oligodendrocyte"	"CL:0000128"	"oligodendrocyte"	" NCKAP5, ENPP2, MBP, SLC44A1, MOBP,PLP1, QKI, ST18"	"Oligodendrocyte"	"CL:0000128"	"oligodendrocyte"	"PLP1, RNF220, ST18, QKI, MBP, SLC44A1"	"Oligodendrocyte"	"CL:0000128"	"oligodendrocyte"	" NCKAP5, ST18,PLP1, MOBP"	"Oligodendrocyte"	"CL:0000128"	"oligodendrocyte"	" MOBP, CTNNA3"	"Oligodendrocyte"	"CL:0000128"	"oligodendrocyte"	"glial cell"	1	"glial cell"	1	"glial cell"	1	"glial cell"	1	"glial cell"	1
44	"Azimuth"	"Motor Cortex"	"VCAN, PDGFRA, OLIG1, SMOC1, COL9A1, STK32A, BCAS1, FERMT1, BCHE, ZCCHC24"	"oligodendrocyte precursor cell"	"glial cell"	"oligodendrocyte precursor cell"	"CL:0002453"	" ZCCHC24, BCHE, OLIG1, BCAS1, STK32A, SMOC1, FERMT1, COL9A1, PDGFRA,VCAN"	"Oligodendrocyte precursor cell"	"CL:0002453"	"oligodendrocyte precursor cell"	" ZCCHC24, FERMT1, STK32A, SMOC1, COL9A1, OLIG1, BCHE, BCAS1"	"Oligodendrocyte precursor cell"	"CL:0002453"	"oligodendrocyte precursor cell"	" COL9A1, ZCCHC24, OLIG1, STK32A, PDGFRA,VCAN"	"Oligodendrocyte precursor cell"	"CL:0002453"	"oligodendrocyte precursor cell"	" BCHE, FERMT1, PDGFRA, STK32A"	"Oligodendrocyte precursor cell"	"CL:0002453"	"oligodendrocyte precursor cell"	" PDGFRA, STK32A"	"Oligodendrocyte precursor cell"	"CL:0002453"	"oligodendrocyte precursor cell"	"glial cell"	1	"glial cell"	1	"glial cell"	1	"glial cell"	1	"glial cell"	1
45	"Azimuth"	"Motor Cortex"	"ADAMTS17, ERBB4, DPP10, ZNF804A, MYO16, BTBD11, GRIA4, SLIT2, SDK1, PVALB"	"Pvalb+ GABAergic neuron"	"neuron"	"pvalb GABAergic cortical interneuron"	"CL:4023018"	" GRIA4, ZNF804A, SLIT2, SDK1, DPP10, PVALB, BTBD11, ERBB4, MYO16,ADAMTS17"	"Parvalbumin interneuron"	"CL:0000099"	"interneuron"	" SDK1, MYO16, ERBB4, SLIT2, BTBD11, PVALB, GRIA4, ZNF804A"	"Parvalbumin interneuron"	"CL:0000099"	"interneuron"	" DPP10, SDK1, PVALB, ZNF804A, SLIT2, ERBB4"	"Parvalbumin interneuron"	"CL:0000099"	"interneuron"	" PVALB, GRIA4, ERBB4, BTBD11"	"Parvalbumin interneuron"	"CL:0000099"	"interneuron"	" PVALB, MYO16"	"Parvalbumin interneuron"	"CL:0000099"	"interneuron"	"neuron"	0.5	"neuron"	0.5	"neuron"	0.5	"neuron"	0.5	"neuron"	0.5
46	"Azimuth"	"Motor Cortex"	"CNR1, SLC8A1, ASIC2, CXCL14, MAML3, ADARB2, NPAS3, CNTN5, FSTL5, SNCG"	"Sncg+ GABAergic neuron"	"neuron"	"sncg GABAergic cortical interneuron"	"CL:4023015"	" CNTN5, CXCL14, SLC8A1,CNR1, ADARB2, ASIC2, FSTL5, NPAS3, MAML3, SNCG"	"Inhibitory neuron"	"CL:0008015"	"inhibitory motor neuron"	" FSTL5, SLC8A1, MAML3, SNCG, CNTN5, ADARB2, NPAS3,CNR1"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" FSTL5, MAML3, SLC8A1, NPAS3, SNCG, ASIC2"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" MAML3, CNTN5,CNR1, SLC8A1"	"Inhibitory neuron"	"CL:0008015"	"inhibitory motor neuron"	" CXCL14, SLC8A1"	"Astrocyte"	"CL:0000127"	"astrocyte"	"neuron"	1	"neuron"	1	"neuron"	1	"glial cell"	0	"neuron"	1
47	"Azimuth"	"Motor Cortex"	"GRIK1, RALYL, SST, TRHDE, GRID2, NXPH1, COL25A1, SLC8A1, SOX6, ST6GALNAC5"	"Sst+ GABAergic neuron"	"neuron"	"sst GABAergic cortical interneuron"	"CL:4023017"	" TRHDE, NXPH1, GRID2,GRIK1, ST6GALNAC5, SLC8A1, RALYL, SOX6, COL25A1, SST"	"Somatostatin interneuron"	"CL:4023017"	"sst GABAergic cortical interneuron"	" SST, ST6GALNAC5, NXPH1, TRHDE, SOX6, RALYL,GRIK1, GRID2"	"Somatostatin interneuron"	"CL:4023017"	"sst GABAergic cortical interneuron"	" COL25A1, ST6GALNAC5,GRIK1, TRHDE, NXPH1, SST"	"Somatostatin interneuron"	"CL:4023017"	"sst GABAergic cortical interneuron"	" SOX6, SLC8A1, SST, COL25A1"	"Somatostatin interneuron"	"CL:4023017"	"sst GABAergic cortical interneuron"	" SST, COL25A1"	"Somatostatin interneuron"	"CL:4023017"	"sst GABAergic cortical interneuron"	"neuron"	1	"neuron"	1	"neuron"	1	"neuron"	1	"neuron"	1
48	"Azimuth"	"Motor Cortex"	"NPY, FAM46A, STAC, OTOF, NPY2R, CRHBP, ANKRD34B, NOS1, SST, CHODL"	"Sst+ Chodl+ GABAergic neuron"	"neuron"	"sst chodl GABAergic cortical interneuron"	"CL:4023121"	" STAC, NOS1, ANKRD34B, FAM46A, NPY2R, OTOF, CRHBP, SST, CHODL,NPY"	"Somatostatin interneuron"	"CL:4023017"	"sst GABAergic cortical interneuron"	" NPY2R, OTOF, FAM46A, CRHBP, STAC, CHODL, NOS1, ANKRD34B"	"Cholinergic neuron"	"CL:0000108"	"cholinergic neuron"	" ANKRD34B, NPY2R, CHODL, STAC, OTOF, NOS1"	"Interneuron"	"CL:0000099"	"interneuron"	" FAM46A, STAC, NPY2R, OTOF"	"Inhibitory neuron"	"CL:0008015"	"inhibitory motor neuron"	" OTOF, CRHBP"	"Neuron"	"CL:0000540"	"neuron"	"neuron"	1	"neuron"	1	"neuron"	1	"neuron"	1	"neuron"	0.5
49	"Azimuth"	"Motor Cortex"	"GALNTL6, LRP1B, VIP, GRM7, KCNT2, THSD7A, ERBB4, SYNPR, ADARB2, SLC24A3"	"Vip+ GABAergic neuron"	"neuron"	"vip GABAergic cortical interneuron"	"CL:4023016"	" VIP, ERBB4, KCNT2, LRP1B,GALNTL6, GRM7, SLC24A3, ADARB2, SYNPR, THSD7A"	"VIP interneuron"	"CL:4023016"	"VIP GABAergic cortical interneuron"	" ADARB2, VIP, THSD7A, ERBB4, SYNPR,GALNTL6, GRM7, LRP1B"	"VIP interneuron"	"CL:4023016"	"VIP GABAergic cortical interneuron"	" GRM7, LRP1B, ERBB4, SLC24A3,GALNTL6, SYNPR"	"Excitatory neuron"	"CL:4023039"	"amygdala excitatory neuron"	" ADARB2, SYNPR, ERBB4, SLC24A3"	"Inhibitory neuron"	"CL:0008015"	"inhibitory motor neuron"	" ERBB4, LRP1B"	"Neuron"	"CL:0000540"	"neuron"	"neuron"	1	"neuron"	1	"neuron"	1	"neuron"	1	"neuron"	1
50	"Azimuth"	"Motor Cortex"	"COLEC12, ITIH5, COL1A2, TBX18, EBF1, C7, COL6A2, SRPX2, FLVCR2, FMO2"	"vascular lepotomeningeal cell"	"stromal cell"	"vascular leptomeningeal cell"	"CL:4023051"	" ITIH5, FMO2, SRPX2, COL1A2, EBF1,COLEC12, COL6A2, TBX18, C7, FLVCR2"	"Fibroblast"	"CL:0000057"	"fibroblast"	" EBF1,COLEC12, COL6A2, SRPX2, ITIH5, FLVCR2, TBX18, C7"	"Fibroblast"	"CL:0000057"	"fibroblast"	" EBF1,COLEC12, FMO2, COL1A2, FLVCR2, C7"	"Fibroblast"	"CL:0000057"	"fibroblast"	" C7, COL1A2, EBF1, TBX18"	"Fibroblast"	"CL:0000057"	"fibroblast"	"COLEC12, C7"	"Macrophage"	"CL:0000235"	"macrophage"	"stromal cell"	0.5	"stromal cell"	0.5	"stromal cell"	0.5	"Myeloid cell"	0	"stromal cell"	0.5
51	"Azimuth"	"Pancreas"	"ACP5, APOE, HLA-DRA, TYROBP, LAPTM5, SDS, FCER1G, C1QC, C1QB, SRGN"	"immune"	"immune cell"	NA	NA	" SRGN, LAPTM5,ACP5, FCER1G, SDS, TYROBP, APOE, HLA-DRA, C1QB, C1QC"	"Macrophage"	"CL:0000235"	"macrophage"	" SRGN, LAPTM5, FCER1G, APOE, SDS, C1QB, C1QC, TYROBP"	"Macrophage"	"CL:0000235"	"macrophage"	" C1QC, FCER1G, APOE, LAPTM5, C1QB, SDS"	"Macrophages"	"CL:1001603"	"lung macrophage"	" SRGN, HLA-DRA, C1QB, SDS"	"Macrophage"	"CL:0000235"	"macrophage"	" SRGN, TYROBP"	"Macrophages"	"CL:1001603"	"lung macrophage"	"Myeloid cell"	0	"myeloid cell"	0	"Myeloid cell"	0	"myeloid cell"	0	"Myeloid cell"	0
