"id"	"dataset"	"tissue"	"marker"	"manual_anno"	"manual_broadtype"	"old_manual_CLname"	"old_manual_CLID"	"marker_0"	"celltype_0_anno"	"celltype_0_CLID"	"celltype_0_CLname"	"marker_0.2"	"celltype_0.2_anno"	"celltype_0.2_CLID"	"celltype_0.2_CLname"	"marker_0.4"	"celltype_0.4_anno"	"celltype_0.4_CLID"	"celltype_0.4_CLname"	"marker_0.6"	"celltype_0.6_anno"	"celltype_0.6_CLID"	"celltype_0.6_CLname"	"marker_0.8"	"celltype_0.8_anno"	"celltype_0.8_CLID"	"celltype_0.8_CLname"	"celltype_0_broadtype"	"celltype_0_score"	"celltype_0.2_broadtype"	"celltype_0.2_score"	"celltype_0.4_broadtype"	"celltype_0.4_score"	"celltype_0.6_broadtype"	"celltype_0.6_score"	"celltype_0.8_broadtype"	"celltype_0.8_score"	"marker_1"	"celltype_1_anno"	"celltype_1_CLID"	"celltype_1_CLname"	"celltype_1_broadtype"	"celltype_1_score"
111	"Azimuth"	"Fetal Development"	"KCNQ5, EML5, ELAVL4, PHOX2B, MIR137HG, RP11-348J24.2, CNGB1, PRPH, FAM163A, NOS1"	"ENS neurons"	"Neuron"	"enteric neuron"	"CL:0007011"	"KCNQ5, EML5, ELAVL4, PHOX2B, MIR137HG, RP11-348J24.2, CNGB1, PRPH, FAM163A, NOS1"	"neuronal progenitor cell"	"CL:0011026"	"progenitor cell"	"KCNQ5, EML5, ELAVL4, PHOX2B, MIR137HG, RP11-348J24.2, CNGB1, PRPH, FAM163A, NOS1,ILRUNP1,FABP5"	"Neuronal cells"	"CL:4042021"	"neuronal-restricted precursor"	"KCNQ5, EML5, ELAVL4, PHOX2B, MIR137HG, RP11-348J24.2, CNGB1, PRPH, FAM163A, NOS1,ENSG00000257781,SHANK2-AS1,DEFB1,ENSG00000297641"	"Neuronal progenitor cells"	"CL:4042021"	"neuronal-restricted precursor"	"KCNQ5, EML5, ELAVL4, PHOX2B, MIR137HG, RP11-348J24.2, CNGB1, PRPH, FAM163A, NOS1,ENSG00000228626,ENSG00000285541,TREX2,RNU6-145P,SKP2,RNU6-605P"	"Neuronal cells"	"CL:4042021"	"neuronal-restricted precursor"	"KCNQ5, EML5, ELAVL4, PHOX2B, MIR137HG, RP11-348J24.2, CNGB1, PRPH, FAM163A, NOS1,ENSG00000293560,ENSG00000214748,ENSG00000289248,SPINT5P,ENSG00000248471,MIR6817,OR52M1,ENSG00000304947"	"neural progenitor cells"	"CL:0011020"	"neural progenitor cell"	"neuronal cell"	0.5	"neuronal cell"	0.5	"progenitor cell"	0	"neuronal cell"	0.5	"stem cell"	0	"KCNQ5, EML5, ELAVL4, PHOX2B, MIR137HG, RP11-348J24.2, CNGB1, PRPH, FAM163A, NOS1,ENSG00000258830,PABPN1P1,ENSG00000276413,KCNQ4,MIR2276,ENSG00000265487,USP9YP5,UBAP2,LARP1BP1,ENSG00000269242"	"Neuronal cells"	"CL:4042021"	"neuronal-restricted precursor"	"neuronal cell"	0.5
112	"Azimuth"	"Fetal Development"	"PRPH, SLC5A7, SLC18A3, PIRT, SST, RP11-466P24.7, CHRNA3, GAL, RGS4, PHOX2B"	"Visceral neurons"	"Neuron"	"visceromotor neuron"	"CL:0005025"	"PRPH, SLC5A7, SLC18A3, PIRT, SST, RP11-466P24.7, CHRNA3, GAL, RGS4, PHOX2B"	"peripheral nervous system neuron"	"CL:2000032"	"peripheral nervous system neuron"	"PRPH, SLC5A7, SLC18A3, PIRT, SST, RP11-466P24.7, CHRNA3, GAL, RGS4, PHOX2B,LINC02772,ENSG00000264785"	"Cholinergic neurons"	"CL:0000108"	"cholinergic neuron"	"PRPH, SLC5A7, SLC18A3, PIRT, SST, RP11-466P24.7, CHRNA3, GAL, RGS4, PHOX2B,U2,ENSG00000301681,ENSG00000309485,PMP22"	"Peripheral neurons"	"CL:3000004"	"peripheral sensory neuron"	"PRPH, SLC5A7, SLC18A3, PIRT, SST, RP11-466P24.7, CHRNA3, GAL, RGS4, PHOX2B,Metazoa_SRP,ENSG00000274834,ENSG00000306617,ENSG00000281348,WDFY2,TRNT1P2"	"Cholinergic neurons"	"CL:0000108"	"cholinergic neuron"	"PRPH, SLC5A7, SLC18A3, PIRT, SST, RP11-466P24.7, CHRNA3, GAL, RGS4, PHOX2B,ENSG00000273447,ENSG00000235617,ENSG00000295752,ENSG00000225325,ENSG00000298224,ENSG00000236065,ENSG00000297351,ENSG00000273035"	"peripheral nervous system cells"	"CL:2000032"	"peripheral nervous system neuron"	NA	1	"neuronal cell"	1	NA	1	"neuronal cell"	1	NA	0	"PRPH, SLC5A7, SLC18A3, PIRT, SST, RP11-466P24.7, CHRNA3, GAL, RGS4, PHOX2B,ENSG00000306175,FSHB,ENSG00000298131,LINC02358,SNORA20B,ZNF716,ENSG00000297725,WDSUB1,CYP2C8,MIR6842"	"Cholinergic neurons"	"CL:0000108"	"cholinergic neuron"	"neuronal cell"	1
113	"Azimuth"	"Fetal Development"	"CDHR3, DNAH12, CAPS, TPPP3, LRRIQ1, C4orf22, STK33, DNAH9, AGBL4, RP11-56A10.1"	"Ciliated epithelial cells"	"epithelial cell"	"ciliated epithelial cell"	"CL:0000067"	"CDHR3, DNAH12, CAPS, TPPP3, LRRIQ1, C4orf22, STK33, DNAH9, AGBL4, RP11-56A10.1"	"ciliated epithelial cell"	"CL:0000067"	"ciliated epithelial cell"	"CDHR3, DNAH12, CAPS, TPPP3, LRRIQ1, C4orf22, STK33, DNAH9, AGBL4, RP11-56A10.1,ENSG00000289121,TRBV6-8"	"Ciliated cells"	"CL:0000064"	"ciliated cell"	"CDHR3, DNAH12, CAPS, TPPP3, LRRIQ1, C4orf22, STK33, DNAH9, AGBL4, RP11-56A10.1,USP2,ENSG00000290429,ENSG00000237974,HK1"	"Ciliated cells"	"CL:0000064"	"ciliated cell"	"CDHR3, DNAH12, CAPS, TPPP3, LRRIQ1, C4orf22, STK33, DNAH9, AGBL4, RP11-56A10.1,ERICH6-AS1,ENSG00000228142,MARCOL,ENSG00000306723,PHF5AP5,APRG1"	"Ciliated cells"	"CL:0000064"	"ciliated cell"	"CDHR3, DNAH12, CAPS, TPPP3, LRRIQ1, C4orf22, STK33, DNAH9, AGBL4, RP11-56A10.1,BEND6,ENSG00000300970,ENSG00000306692,ENSG00000303577,LINC02264,TOGARAM2,TEN1-CDK3,ENSG00000286231"	"ciliated cells"	"CL:0000064"	"ciliated cell"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"CDHR3, DNAH12, CAPS, TPPP3, LRRIQ1, C4orf22, STK33, DNAH9, AGBL4, RP11-56A10.1,ENSG00000303320,ENSG00000297364,NCBP3,PLCE1-AS1,ENSG00000295364,ENSG00000279529,ENSG00000271151,CYCSP45,MESP1,ENSG00000298392"	"Ciliated cells"	"CL:0000064"	"ciliated cell"	"epithelial cell"	1
114	"Azimuth"	"Fetal Development"	"C3, PRG4, CCDC80, SULF1, ITLN1, RP11-572C15.6, MSLN, CFH, AP000705.7, PLA2G2A"	"Epicardial fat cells"	"Adipocyte"	"epicardial adipocyte"	"CL:1000309"	"C3, PRG4, CCDC80, SULF1, ITLN1, RP11-572C15.6, MSLN, CFH, AP000705.7, PLA2G2A"	"mesothelial cell"	"CL:0000077"	"mesothelial cell"	"C3, PRG4, CCDC80, SULF1, ITLN1, RP11-572C15.6, MSLN, CFH, AP000705.7, PLA2G2A,ENSG00000278869,ENSG00000258509"	"Mesothelial cells"	"CL:0000077"	"mesothelial cell"	"C3, PRG4, CCDC80, SULF1, ITLN1, RP11-572C15.6, MSLN, CFH, AP000705.7, PLA2G2A,GTF2A1-AS1,ENSG00000307520,PRPF38B,GFY"	"Mesothelial cells"	"CL:0000077"	"mesothelial cell"	"C3, PRG4, CCDC80, SULF1, ITLN1, RP11-572C15.6, MSLN, CFH, AP000705.7, PLA2G2A,ENSG00000291144,NR2E1,EFHD2-AS1,MIR891B,MAP7,ENSG00000273261"	"Mesothelial cells"	"CL:0000077"	"mesothelial cell"	"C3, PRG4, CCDC80, SULF1, ITLN1, RP11-572C15.6, MSLN, CFH, AP000705.7, PLA2G2A,ENSG00000307723,ENSG00000295738,ENSG00000298577,ENSG00000307600,EML5,ENSG00000294799,RNU6-1029P,EFCAB3P1"	"mesothelial cells"	"CL:0000077"	"mesothelial cell"	"epithelial cell"	0	"epithelial cell"	0	"epithelial cell"	0	"epithelial cell"	0	"epithelial cell"	0	"C3, PRG4, CCDC80, SULF1, ITLN1, RP11-572C15.6, MSLN, CFH, AP000705.7, PLA2G2A,ENSG00000274565,MIR625,LINC00635,SREBF1,ENSG00000287899,ENSG00000294226,ASB12,ENSG00000261117,ENSG00000288085,ENSG00000308453"	"Mesothelial cells"	"CL:0000077"	"mesothelial cell"	"epithelial cell"	0
115	"Azimuth"	"Fetal Development"	"ESRRG, IGFBP5, FGD4, ATP4B, ATP4A, CLDN18, GIF, ARHGEF28, CLIC6, IGFBP2"	"Parietal and chief cells"	"Epithelial cell"	"parietal cell,NA"	"CL:0000162,NA"	"ESRRG, IGFBP5, FGD4, ATP4B, ATP4A, CLDN18, GIF, ARHGEF28, CLIC6, IGFBP2"	"gastric parietal cell"	"CL:0000162"	"parietal cell"	"ESRRG, IGFBP5, FGD4, ATP4B, ATP4A, CLDN18, GIF, ARHGEF28, CLIC6, IGFBP2,DCUN1D1,ENSG00000302111"	"Gastric parietal cells"	"CL:0000162"	"parietal cell"	"ESRRG, IGFBP5, FGD4, ATP4B, ATP4A, CLDN18, GIF, ARHGEF28, CLIC6, IGFBP2,DNAH11,RNU1-18P,CRABP2,ENSG00000298950"	"Gastric parietal cells"	"CL:0000162"	"parietal cell"	"ESRRG, IGFBP5, FGD4, ATP4B, ATP4A, CLDN18, GIF, ARHGEF28, CLIC6, IGFBP2,ENSG00000305110,DAZAP1,LINC02336,NBPF11,PAN3-AS1,ENSG00000275862"	"Gastric parietal cells"	"CL:0000162"	"parietal cell"	"ESRRG, IGFBP5, FGD4, ATP4B, ATP4A, CLDN18, GIF, ARHGEF28, CLIC6, IGFBP2,RN7SL98P,RPL6P26,TNR-IT1,ENSG00000308801,ENSG00000297496,CCL17,ENSG00000293588,PCDHA2"	"parietal cells"	"CL:0000162"	"parietal cell"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"ESRRG, IGFBP5, FGD4, ATP4B, ATP4A, CLDN18, GIF, ARHGEF28, CLIC6, IGFBP2,RNU6-422P,CENPE,SOCS5P3,ENSG00000309688,ENSG00000297873,HPS1-AS1,FAM110D,ENSG00000303869,ENSG00000286275,FABP5P15"	"Gastric parietal cells"	"CL:0000162"	"parietal cell"	"epithelial cell"	1
116	"Azimuth"	"Fetal Development"	"COL25A1, IGFBP3, ALB, NR1H4, HHIP, CCBE1, HGF, COLEC11, COLEC10, PTH1R"	"Stellate cells"	"Mesenchymal cell"	NA	NA	"COL25A1, IGFBP3, ALB, NR1H4, HHIP, CCBE1, HGF, COLEC11, COLEC10, PTH1R"	"hepatocyte"	"CL:0000182"	"hepatocyte"	"COL25A1, IGFBP3, ALB, NR1H4, HHIP, CCBE1, HGF, COLEC11, COLEC10, PTH1R,KCNH5,OR5P4P"	"Hepatoblasts"	"CL:0005026"	"hepatoblast"	"COL25A1, IGFBP3, ALB, NR1H4, HHIP, CCBE1, HGF, COLEC11, COLEC10, PTH1R,FCGR2C,PHC2,TAAR7P,ARL2BPP8"	"Hepatoblasts"	"CL:0005026"	"hepatoblast"	"COL25A1, IGFBP3, ALB, NR1H4, HHIP, CCBE1, HGF, COLEC11, COLEC10, PTH1R,ENSG00000298961,NEK2P2,RAB19,ENSG00000288020,HSD11B1-AS1,MRPS21P1"	"Hepatoblasts"	"CL:0005026"	"hepatoblast"	"COL25A1, IGFBP3, ALB, NR1H4, HHIP, CCBE1, HGF, COLEC11, COLEC10, PTH1R,RNF19BPX,RN7SKP12,Y_RNA,ENSG00000233875,GCSHP5,PKMYT1AR,ENSG00000295011,HUNK"	"hepatocytes"	"CL:0005026"	"hepatoblast"	"epithelial cell"	0	"stem cell"	0	"stem cell"	0	"stem cell"	0	"epithelial cell"	0	"COL25A1, IGFBP3, ALB, NR1H4, HHIP, CCBE1, HGF, COLEC11, COLEC10, PTH1R,LDB2,ZW10,ENSG00000297557,RPL27AP4,CEP95,ENSG00000308757,CEP250,ENSG00000254404,ENSG00000289359,TFPT"	"Hepatoblasts"	"CL:0005026"	"hepatoblast"	"stem cell"	0
117	"Azimuth"	"Fetal Development"	"GRIK1, FSTL5, ZNF385B, ZNF804B, CA10, ZPBP, FAM19A4, VSX2, TRPC7, SLC1A7"	"Bipolar cells"	"Neuron"	NA	NA	"GRIK1, FSTL5, ZNF385B, ZNF804B, CA10, ZPBP, FAM19A4, VSX2, TRPC7, SLC1A7"	"retinal progenitor cell"	"CL:0002672"	"retinal progenitor cell"	"GRIK1, FSTL5, ZNF385B, ZNF804B, CA10, ZPBP, FAM19A4, VSX2, TRPC7, SLC1A7,VN1R37P,NDUFS7"	"Neural progenitor cells"	"CL:0011020"	"neural progenitor cell"	"GRIK1, FSTL5, ZNF385B, ZNF804B, CA10, ZPBP, FAM19A4, VSX2, TRPC7, SLC1A7,FTCDNL1,LINC01615,SLC29A3,FAM230C"	"Retinal progenitor cells"	"CL:0002672"	"retinal progenitor cell"	"GRIK1, FSTL5, ZNF385B, ZNF804B, CA10, ZPBP, FAM19A4, VSX2, TRPC7, SLC1A7,LINC03059,ENSG00000288534,VTI1A,ENSG00000302256,ENSG00000289121,MYOCD-AS1"	"Retinal progenitor cells"	"CL:0002672"	"retinal progenitor cell"	"GRIK1, FSTL5, ZNF385B, ZNF804B, CA10, ZPBP, FAM19A4, VSX2, TRPC7, SLC1A7,MIR4298,NID2,ENSG00000301089,KANSL1,TSKU-AS1,ENSG00000237968,FAM242B,TTTY3B"	"neural progenitor cells"	"CL:0011020"	"neural progenitor cell"	"stem cell"	0	"stem cell"	0	"stem cell"	0	"stem cell"	0	"stem cell"	0	"GRIK1, FSTL5, ZNF385B, ZNF804B, CA10, ZPBP, FAM19A4, VSX2, TRPC7, SLC1A7,SPDYE21,ZNF705CP,ENSG00000297214,TMEM123-DT,UBE2CP3,ENSG00000280284,ENSG00000236837,ENSG00000294525,RPL31P29,LINC02549"	"Neural progenitor cells"	"CL:0011020"	"neural progenitor cell"	"stem cell"	0
118	"Azimuth"	"Fetal Development"	"GRP, SEC11C, ASCL1, GHRL, TPH1, HEPACAM2, TFF3, MS4A8, LINC00261, DDC"	"Neuroendocrine cells"	"endocrine cell"	"neuroendocrine cell"	"CL:0000165"	"GRP, SEC11C, ASCL1, GHRL, TPH1, HEPACAM2, TFF3, MS4A8, LINC00261, DDC"	"enteroendocrine cell"	"CL:0000164"	"enteroendocrine cell"	"GRP, SEC11C, ASCL1, GHRL, TPH1, HEPACAM2, TFF3, MS4A8, LINC00261, DDC,RPL21P78,TRBV7-1"	"Enteroendocrine cells"	"CL:0000164"	"enteroendocrine cell"	"GRP, SEC11C, ASCL1, GHRL, TPH1, HEPACAM2, TFF3, MS4A8, LINC00261, DDC,ENSG00000294393,BCOR,ENSG00000242729,ENSG00000303657"	"Enteroendocrine cells"	"CL:0000164"	"enteroendocrine cell"	"GRP, SEC11C, ASCL1, GHRL, TPH1, HEPACAM2, TFF3, MS4A8, LINC00261, DDC,REXO1,ENSG00000248969,ENSG00000293556,ENSG00000298694,ENSG00000259270,RNU6-709P"	"Enteroendocrine cells"	"CL:0000164"	"enteroendocrine cell"	"GRP, SEC11C, ASCL1, GHRL, TPH1, HEPACAM2, TFF3, MS4A8, LINC00261, DDC,ENSG00000309279,ENSG00000289838,ENSG00000226199,ENSG00000285540,ENSG00000310203,ENSG00000309669,ENSG00000309307,Y_RNA"	"enteroendocrine cells"	"CL:0000164"	"enteroendocrine cell"	"endocrine cell"	0.5	"epithelial cell"	0	"epithelial cell"	0	"epithelial cell"	0	"epithelial cell"	0	"GRP, SEC11C, ASCL1, GHRL, TPH1, HEPACAM2, TFF3, MS4A8, LINC00261, DDC,RGPD8,MIR877,ENSG00000229834,ENSG00000250781,ISL1-DT,ENSG00000276972,HNF4A-AS1,SPTLC1P3,ENSG00000295237,RPLP2"	"Enteroendocrine cells"	"CL:0000164"	"enteroendocrine cell"	"epithelial cell"	0
119	"Azimuth"	"Fetal Development"	"S100A9, LYPD2, LCN2, MUC4, SLPI, KRT4, CP, MUC16, CEACAM6, MUC15"	"Corneal and conjunctival epithelial cells"	"Epithelial cell"	NA	NA	"S100A9, LYPD2, LCN2, MUC4, SLPI, KRT4, CP, MUC16, CEACAM6, MUC15"	"squamous epithelial cell"	"CL:0000076"	"squamous epithelial cell"	"S100A9, LYPD2, LCN2, MUC4, SLPI, KRT4, CP, MUC16, CEACAM6, MUC15,DPPA5,ENSG00000249970"	"Squamous epithelial cells"	"CL:1001577"	"tonsil squamous cell"	"S100A9, LYPD2, LCN2, MUC4, SLPI, KRT4, CP, MUC16, CEACAM6, MUC15,ENSG00000300466,ENSG00000301292,ENSG00000225879,RNU2-5P"	"Mucosal epithelial cells"	"CL:0000485"	"mucosal type mast cell"	"S100A9, LYPD2, LCN2, MUC4, SLPI, KRT4, CP, MUC16, CEACAM6, MUC15,ENSG00000303473,ENSG00000302478,ENSG00000303740,NHLH1,HTR5BP,PIM1"	"Mucosal epithelial cells"	"CL:0000485"	"mucosal type mast cell"	"S100A9, LYPD2, LCN2, MUC4, SLPI, KRT4, CP, MUC16, CEACAM6, MUC15,RHBDL3,TXNDC11,LRRC24,GIPR,ENSG00000283084,ENSG00000282852,RNU7-52P,ENSG00000287249"	"epithelial cells"	"CL:1001573"	"nasopharyngeal epithelial cell"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"S100A9, LYPD2, LCN2, MUC4, SLPI, KRT4, CP, MUC16, CEACAM6, MUC15,ENSG00000253333,CHKA,ENSG00000287545,BORCS5,RN7SL761P,ENSG00000307704,ENSG00000306287,ENSG00000248799,MIR6802,ENSG00000304150"	"Squamous epithelial cells"	"CL:1001577"	"tonsil squamous cell"	"epithelial cell"	1
120	"Azimuth"	"Fetal Development"	"MPO, ALB, RNF220, ITGA4, RP5-964N17.1, RUNX1, ANGPT1, ARHGAP15, IQGAP2, GPR141"	"Hematopoietic stem cells"	"Stem cell"	"hematopoietic stem cell"	"CL:0000037"	"MPO, ALB, RNF220, ITGA4, RP5-964N17.1, RUNX1, ANGPT1, ARHGAP15, IQGAP2, GPR141"	"hematopoietic progenitor cell"	"CL:0000837"	"hematopoietic multipotent progenitor cell"	"MPO, ALB, RNF220, ITGA4, RP5-964N17.1, RUNX1, ANGPT1, ARHGAP15, IQGAP2, GPR141,TENM2-AS1,C19orf33"	"Hematopoietic progenitor cells"	"CL:0000837"	"hematopoietic multipotent progenitor cell"	"MPO, ALB, RNF220, ITGA4, RP5-964N17.1, RUNX1, ANGPT1, ARHGAP15, IQGAP2, GPR141,COPZ1,ENSG00000286649,ENSG00000298525,RAET1E"	"Hematopoietic progenitor cells"	"CL:0000837"	"hematopoietic multipotent progenitor cell"	"MPO, ALB, RNF220, ITGA4, RP5-964N17.1, RUNX1, ANGPT1, ARHGAP15, IQGAP2, GPR141,ENSG00000255101,CDKN2A,SLC2A1-DT,LINC00301,RPL36P8,RETN"	"Hematopoietic progenitor cells"	"CL:0000837"	"hematopoietic multipotent progenitor cell"	"MPO, ALB, RNF220, ITGA4, RP5-964N17.1, RUNX1, ANGPT1, ARHGAP15, IQGAP2, GPR141,ENSG00000221753,HMGA1,OR7E19P,ENSG00000236168,ENSG00000297487,ACTG1P14,ENSG00000309990,ENSG00000306982"	"hematopoietic progenitor cells"	"CL:0000837"	"hematopoietic multipotent progenitor cell"	"progenitor cell"	1	"hematopoietic cell"	1	"hematopoietic cell"	1	"hematopoietic cell"	1	"hematopoietic cell"	1	"MPO, ALB, RNF220, ITGA4, RP5-964N17.1, RUNX1, ANGPT1, ARHGAP15, IQGAP2, GPR141,EGLN3-AS1,EIF4A3,SAMD13,RPL19P1,KAT8,FAHD2CP,ENSG00000300375,Metazoa_SRP,WDR5-DT,ENSG00000309149"	"Hematopoietic stem cells"	"CL:0000037"	"hematopoietic stem cell"	"stem cell"	1
121	"Azimuth"	"Fetal Development"	"CRYBB1, CRYAA, CRYBB2, CRYBA4, CRYBA1, CRYGC, BFSP1, LIM2, MIP, BFSP2"	"Lens fibre cells"	"Epithelial cell"	"lens fiber cell"	"CL:0011004"	"CRYBB1, CRYAA, CRYBB2, CRYBA4, CRYBA1, CRYGC, BFSP1, LIM2, MIP, BFSP2"	"lens fiber cell"	"CL:0011004"	"lens fiber cell"	"CRYBB1, CRYAA, CRYBB2, CRYBA4, CRYBA1, CRYGC, BFSP1, LIM2, MIP, BFSP2,ENSG00000295828,LARP1BP2"	"Lens fiber cells"	"CL:0011004"	"lens fiber cell"	"CRYBB1, CRYAA, CRYBB2, CRYBA4, CRYBA1, CRYGC, BFSP1, LIM2, MIP, BFSP2,ENSG00000286973,RPLP0,VCF1,TBC1D9"	"Lens fiber cells"	"CL:0011004"	"lens fiber cell"	"CRYBB1, CRYAA, CRYBB2, CRYBA4, CRYBA1, CRYGC, BFSP1, LIM2, MIP, BFSP2,Y_RNA,ENSG00000298418,NEUROD1,PRR32,RNU6-50P,SIK3"	"Lens fiber cells"	"CL:0011004"	"lens fiber cell"	"CRYBB1, CRYAA, CRYBB2, CRYBA4, CRYBA1, CRYGC, BFSP1, LIM2, MIP, BFSP2,SPCS2P2,ELOA3CP,SMPX,ENSG00000291276,CASP4LP,RNU7-115P,PFKFB1,RCOR1"	"lens fiber cells"	"CL:0011004"	"lens fiber cell"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"CRYBB1, CRYAA, CRYBB2, CRYBA4, CRYBA1, CRYGC, BFSP1, LIM2, MIP, BFSP2,ENSG00000300388,MIR6080,ENSG00000279952,ENSG00000298507,ENSG00000262213,ENSG00000264486,CYP4F36P,RNF20,WFDC6,EIF1AXP2"	"Lens fiber cells"	"CL:0011004"	"lens fiber cell"	"epithelial cell"	1
122	"Azimuth"	"Fetal Development"	"CSH1, PAPPA, ADAM12, CYP19A1, TFPI2, CSH2, CGA, PSG1, KISS1, FBLN1"	"Trophoblast giant cells"	"Epithelial cell"	"trophoblast giant cell"	"CL:0002488"	"CSH1, PAPPA, ADAM12, CYP19A1, TFPI2, CSH2, CGA, PSG1, KISS1, FBLN1"	"placental trophoblast"	"CL:2000060"	"placental villous trophoblast"	"CSH1, PAPPA, ADAM12, CYP19A1, TFPI2, CSH2, CGA, PSG1, KISS1, FBLN1,ENSG00000307612,ENSG00000254939"	"Trophoblast cells"	"CL:0000351"	"trophoblast cell"	"CSH1, PAPPA, ADAM12, CYP19A1, TFPI2, CSH2, CGA, PSG1, KISS1, FBLN1,ENSG00000297319,RNU6-712P,USP17L24,ENSG00000305280"	"Trophoblast cells"	"CL:0000351"	"trophoblast cell"	"CSH1, PAPPA, ADAM12, CYP19A1, TFPI2, CSH2, CGA, PSG1, KISS1, FBLN1,ENSG00000280134,RNU4-71P,CLPX,ENSG00000296566,NDUFA12,OR7H1P"	"Trophoblast cells"	"CL:0000351"	"trophoblast cell"	"CSH1, PAPPA, ADAM12, CYP19A1, TFPI2, CSH2, CGA, PSG1, KISS1, FBLN1,ENSG00000230112,RNU6-764P,OR7E96P,TCP10L3,ENSG00000285579,SLIT2,Y_RNA,DMBT1L1"	"trophoblast cells"	"CL:0000351"	"trophoblast cell"	"epithelial cell"	1	"placental cell"	1	"placental cell"	1	"placental cell"	1	"placental cell"	1	"CSH1, PAPPA, ADAM12, CYP19A1, TFPI2, CSH2, CGA, PSG1, KISS1, FBLN1,TLE1P1,VASH2,TOR1AIP2,PGM2,KRT18P57,ABRA,SPMIP1,ENSG00000309044,ENSG00000309856,ENSG00000288004"	"Placental syncytiotrophoblasts"	"CL:2000078"	"placental pericyte"	"epithelial cell"	0.5
123	"Azimuth"	"Fetal Development"	"RP11-114G22.1, PRSS16, TBATA, FAM163A, AC005042.5, FOXN1, PAX1, MIR205HG, LY75, NEURL2"	"Thymic epithelial cells"	"Epithelial cell"	"epithelial cell of thymus"	"CL:0002293"	"RP11-114G22.1, PRSS16, TBATA, FAM163A, AC005042.5, FOXN1, PAX1, MIR205HG, LY75, NEURL2"	"Thymic epithelial cells"	"CL:0002364"	"cortical thymic epithelial cell"	"RP11-114G22.1, PRSS16, TBATA, FAM163A, AC005042.5, FOXN1, PAX1, MIR205HG, LY75, NEURL2,RNA5SP402,ACTBP15"	"Thymic epithelial cells"	"CL:0002364"	"cortical thymic epithelial cell"	"RP11-114G22.1, PRSS16, TBATA, FAM163A, AC005042.5, FOXN1, PAX1, MIR205HG, LY75, NEURL2,ENSG00000286957,ENSG00000302886,RNU6-1093P,ENSG00000249600"	"Thymic epithelial cells"	"CL:0002364"	"cortical thymic epithelial cell"	"RP11-114G22.1, PRSS16, TBATA, FAM163A, AC005042.5, FOXN1, PAX1, MIR205HG, LY75, NEURL2,ENSG00000308772,ICAM4,ZNF117,ENSG00000289565,ENSG00000304019,ENSG00000260907"	"Thymic epithelial cells"	"CL:0002364"	"cortical thymic epithelial cell"	"RP11-114G22.1, PRSS16, TBATA, FAM163A, AC005042.5, FOXN1, PAX1, MIR205HG, LY75, NEURL2,GLRA4,RNU6-1300P,ENSG00000303992,MIR3127,LAMC2,MC5R,ENSG00000249771,ENSG00000301950"	"thymic epithelial cells"	"CL:0002364"	"cortical thymic epithelial cell"	"immune cell"	1	"immune cell"	1	"immune cell"	1	"immune cell"	1	"immune cell"	1	"RP11-114G22.1, PRSS16, TBATA, FAM163A, AC005042.5, FOXN1, PAX1, MIR205HG, LY75, NEURL2,ENSG00000231043,ENSG00000287809,ENSG00000305595,PLEKHG5,MIR1273C,ENSG00000309933,PDE4DIP,TCEAL4P1,PRKCB,ENSG00000287671"	"Thymic epithelial cells"	"CL:0002364"	"cortical thymic epithelial cell"	"immune cell"	1
